review,label
"No compassion, no empathy.Our 7 week old Cocker Spaniel puppy being treated by Dr Nijjer expired,despite repeated 
assurances that it will survive. It came as a big shock to us; and more shocking was no response from him when we 
messaged him this information. Doctor should realise that pets are like family members for owners, 
he should give correct information and show some concern and feelings.",0
"They don't even pick up calls. How is a person supposed to ask for help? If doctor is available or not?
 I called 7-8 times, it was an emergency but they didn't even pick up! I mean, why do you guys do it???
 Update your number!",0
"He do not have any kind of konwledge about pets everyone is requested not to take your pet to him. 
I want to gave 0 star to him but i can not . If you want that your pet may live do not take your pet to him",0
"I go for sterilization of my female dog,,,,,my dog was operated in April,,,in July my dog is in chronic liver infection,,,it was biggest mistake of my life",0
"Have no knowledge about cats, could have rated 0 if there was an option.",0
Must place more staff to help customers find and select their requirement.,0
just waste of money.. dr was not able to diagnose the problem i dnt knw how he became the doctorâ€¦,0
"Great experience at pet care clinic , Dr. Deepinderjit was thorough and caring, and the clinic was clean. Highly recommend for quality pet care!"" Best veterinary clinic in tricity.",0
"Dr.Deepinderjit was very polite, examined my pet dog diligently, provided the necessary treatment and home care advice.
 Highly recommend PetCare clinic Hallo Majra, Chandigarh for all health related issues for your pets",0
I donâ€™t recommend this clinic to all pet lovers and owners. Highly overpriced and moreover they just want to sell you the medicine and call you again for visits but doesnâ€™t listen to your query.,0
"Not at all recommended! Did not diagnose my dog's disease, wasted his precious last few months by calling him
 again and again for application of medicine. Treated him for an incorrect disease. Bandaged my dog's legs which led to
 damage of his joints and ultimately his death. If you love your dog, please do not take him to this vet. 
He wasted over 6 months of our dog's life",0
"Lost my beloved dog to wrong diagnosis. Wrong treatment - giving anesthesia to aggressive dog, rather than a milder thing. Suggesting uterus removal when lungs had fluid. And lots of other things thT went wrong in treating my 7 year old pet.",0
"Even if u visit Max superior Specialty hospital in Mohali after one visit next three days free for visit & constellation .
But here every next day you have to visit for your child special advisory given & have to pay constellation evey time ... 
Totally over charging...",0
"Not a very pleasant experience , no relief to the dog but you are advised plethora of tests and medicines.
 Changed my Dog's vet and feeling lot better now . Avoid .",0
"I want to give zero rating but there is no option for zero rating. I take my rabbit here. At that time rabbit was in okay
 condition with weight of 400 grams. But when they give him treatment and tell me give hime medicines. 
After 2 days my rabbit's weight is about 100 grams. And sadly after a week he died just because of them. 
They just make money. They have no emotions",0
"Dr Growar is not at all worth it until and unless he is making money out of you, he and his female staff 
are very sweet and generous. The day they know they couldn't loot there customers 
they will start becoming rude and their attitude changes drastically.",0
"This so called doctor is a big NO, he is absolutely having no knowledge, worst than that he is a thief,
 as and when you'll enter his premises, he will keep on trying to sell his medicines, telling that your dog is having this & that,
 he intentionally mis-diagnosed my dog with Cardiomegaly ( enlargement of heart ) and 
sold me so many medicines which were also expensive and at the same time harmful from his own clinic 
by telling that you'll have to start these medicines asap, I bought them but even consulted
 other doctors and came to know that my dog was absolutely fine...",0
"Lost my pet because doctor didn't tell me that my dog had distemper.Kept making money and 
delayed the initial period of the disease. Keeps on selling his products at hefty prices.There are better vets in Chandigarh .
pls don't go here if your pet needs emergency care.",0
"The owner doesn't have the manners to talkThis is the worst place in Chandigarh, please don't bring your pet",0
Worst experience ever & they donâ€™t care about your dogs,0
"Don't take your pet to this clinic, all they want is money. I took a stray pupp (1 month old), who was critically serious.
 I asked them to treat the puppy well and let me know if are chances of survival. They acted so good and started caring
 generously and after an hour they found no improvement in puppy's health and
 asked me to take the puppy home(before he passes) and bring tomorrow again.",0
"I have the worst experience in this West pet clinic..they charged me 6000/- for the my dog treatment...
they just chanrged me so much for The small treatment..and they spoil his eye no improvement..
I would like to say this pathetic service",0
"The worst doctor I have ever seen. Please do not take your dog to this hospital they will kill your
 dog with overdose because they killed my 2 pug puppies with overdose of injection. 
When we took our dog to the hospital they had some minor problem but just because of their
 overdose and carelessness my 2 pug dog passed away. I am going to report this to govt. Indian pet committee.",0
"They are the worst doctor, couldn't identify what was wrong with my dog and blamed everything on the poor
 soul that his cancer spread within 1 week. He was absolutely fine until i took him to this clinic for surgery, 
knowing what his condition is surgeon went on a 2-3 days vacation. And the staff couldn't even follow the doctor's
 precipitation and had to tell the other doctor that the surgeon had advised for injections in the eye.
 They are so unprofessional and do not take their patient's life seriously.
 I lost my baby, please save your's from people like these.",0
"My cat was getting treated from this clinic for 2yrs for same cause. They never treated her root cause rather just 
did the temporary treatment. Until the point she couldnâ€™t survive the treatment anymore and she finally died. 
They never give you a clear picture. I think their main goal isnâ€™t to completely treating the pet but rather 
to keep up the number of active patients in the clinic.",0
"Very bad experience, I have a shih Tzu and they cut his face hair very unequally and in very hurry",0
"One of the worst experience of my life after sector 22 dispensary.... i request everyone to not to get their
 dog surgery done their.. they dont even tell the owner if the surgery is not performed well or the post surgery
 issues are not under their control... they will keep giving injections to the dog unnecessary.... 
which in turn make the dog sick and it leads to death .....",0
Very bad experience they kill my dog after 2 surgery for a miner stone they didn't know how to do surgery of a 1 year puppy,0
"They are just here for completing their working hours , no responsibilities after that in emergencies they say bring your pet after 10:30 am even after giving surgeries , if any senior staff is reading this please improve your response to emergency calls my dog suffered and died due to this his name was MYLO , i just dont want any other dog to go through this and the concern is just with your response to emergencies after working hours .",0
"Worst experience ,they dont even pick your calls after working hours my dog died due toh their irresponsible nature , he was operated with a major surgery and in emergency at night they didn't picked my call.",0
"My experience is very bad with this clinicâ€¦.they are very very overratedâ€¦.they are very costly..
they work for money not for animals they charge triple form you I donâ€™t recommended this clinicâ€¦very bad experience",0
"Totally irresponsible behavior .....Our Dog was in serious condition and we tried to call but they Didn't pick..
they should put Dog under their observation after surgery ....",0
"Irresponsible after working hours , even after giving major surgeries they do not pick your calls in emergencies.",0
"Worst experience ever please opt for government pet hospitals instead of this , no response to calls after working hours",0
"Very bad experience they killed my dog â€‹â€‹after two surgeries for a minor stone. Please don't go, they make so many bills and experiment on dogs. First they say it is a small surgery and then say sorry after killing him. My child was only one year old, they killed him.",0
"From my experience, the staff and even the doctors here are only money-minded and not genuinely concerned 
about the petsâ€™ well-being.Thatâ€™s why I strongly suggest all pet parents to think 100 times before leaving their pets here, 
keeping your petâ€™s health and safety in mind",0
Please think twice before leaving your pet here if you care about their well-being. We will never be returning.,0
"Absolutely disappointed with the service here. The girl at the front desk has zero customer service skills. 
Without even listening to my question, she rudely said â€œlena hai toh loâ€ and cut the call. This is not the way to treat a customer.
 At the very least, she should listen to the query before ending the conversation.After that, they didnâ€™t respond back at all.",0
I donâ€™t recommend this clinic to all pet lovers and owners. Highly overpriced and moreover they just want to sell you the medicine and call you again for visits but doesnâ€™t listen to your query.,0
"Lost my beloved dog to wrong diagnosis. Wrong treatment - giving anesthesia to aggressive dog, rather than a milder thing. 
Suggesting uterus removal when lungs had fluid. And lots of other things thT went wrong in treating my 7 year old pet.",0
Even if u visit Max superior Specialty hospital in Mohali after one visit next three days free for visit & constellation .But here every next day you have to visit for your child special advisory given & have to pay constellation evey time ... Totally over charging...,0
"Not a very pleasant experience , no relief to the dog but you are advised plethora of tests and medicines. Changed my Dog's vet and feeling lot better now . Avoid .",0
Lost my pet because doctor didn't tell me that my dog had distemper.Kept making money and delayed the initial period of the disease. Keeps on selling his products at hefty prices.There are better vets in Chandigarh .pls don't go here if your pet needs emergency care..,0
Please avoid at all cost. Donâ€™t be at my place regretting your decision every single night.,0
"Please donâ€™t go to this hospital with serious illness. Go to this hospital only for vaccination, grooming or minor things.",0
"Never ever does anybody pick up the phone at any time of the day or night . Supposed to be open 24 hrs , 
when my dog had a fit and I rushed there they rdidnt open the door , though the lights were on",0
"My concern about this clinic is that they are primarily focused on selling products and generating large bills. 
They provide some unwanted medications that I would not recommend at all and then charge exorbitant fees.",0
"I do not recommend this place to anyone, especially pet owners or those concerned This was a complete waste of time.",0
Worst service. We called to ask for medicine.. they didnot respond properly..rudely behaved..,0
This is a worst clinic and the doctors do not do a proper check up. Please refrain from visiting this clinic.,0
"I went for surgery for my male dog. But they were given an extra dosage and bad treatment my dog died. 
He is more active. I lost my brother because of this pet clinic. I request to not go to this clinic for any surgery.",0
"They don't know to find the broken leg for my cat in that time the bone was joined worngly by seeing the scan 
they can't identify the was joined wrongly , trainee are getting training by your pets,they are just
 running business for their medicine to be sold",0
"If you are capable and willing to spend for your pet, Please don't step inside.",0
We lost our pug after bladder stone removal operation. He did not wake up after the operation and passed away in front of our eyes.,0
"Idk if they really doctors or some fake doctors they don't even know the meaning of emergency they don't treat they 
just don't care even if your dog or cat die they're just there for money",0
Government must take care of hospital there is no proper maintenance,0
"Worst experience when we go to the hospital for our pet at night 2am they treated nothing they said they can st 
the treatment morning only then why are you opening in the night",0
"Such careless behavior by the doctors there. No concern for the pet, imagine the pain he must have been in.",0
"highly insensitive and careless person, does not care about the procedure and animalâ€™s health at all. 
Please do not make the mistake of taking your beloved pet to him. we had to pay the price of his
 carelessness and stubbornness with our dogâ€™s life.",0
"Very bad experience with the hospital and staff, not working properly and not trained perfectly.",0
"Talked to Dr Ranveer on call... Didn't inform us that he is out of station... His assistant (ward boy) attended at clinic
 and prescribed us treatment... Very unprofessional..",0
"Extremely unprofessional. I had requested at home visit for Saturday. Nobody came and there was no communication as well. I again requested for Sunday, but again nobody came and no communication received. Highly disappointed.",0
Very worst service. He is very fake doctor. He doesn't have any knowledge about animals. I lost my cat. So gyus please never go there. And he is take much mony. Only one word he is looting mony so please never go his clinic ithink it's clnick is a shop. Only lalas shop,0
"Very bad experience with the hospital and staff, not working properly and not trained perfectly.",0
Talked to Dr Ranveer on call... Didn't inform us that he is out of station... His assistant (ward boy) attended at clinic and prescribed us treatment... Very unprofessional..,0
"Dr rohit Yadav good doctor & all staff also one of the best clinic in jaipur thanks dr rohit to save my kuku, good treatment,",0
